"","genes","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","description"
"173","IFRD1",1.52211639123293e-306,1.08016113179585,0.943,0.491,2.74772450945369e-302,"NCC24","IFRD1","interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]"
"174","RB1CC1",2.94487694226469e-305,1.02330803886419,0.95,0.491,5.31609185617622e-301,"NCC24","RB1CC1","RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]"
"175","PLOD2",2.70525077340968e-303,0.561093547920617,0.501,0,4.88351869615915e-299,"NCC24","PLOD2","procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:9082]"
"176","IARS",5.06460729351901e-303,0.979785000951708,0.979,0.761,9.14262908626052e-299,"NCC24","IARS","isoleucyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:5330]"
"177","FLNA",1.35428406657964e-302,1.37296540313921,0.916,0.418,2.44475359698956e-298,"NCC24","FLNA","filamin A [Source:HGNC Symbol;Acc:HGNC:3754]"
"178","RPS27",1.81883821455904e-302,0.516511450436935,1,1,3.28336674492198e-298,"NCC24","RPS27","ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:10416]"
"179","CYSTM1",6.34050097638759e-301,0.853804499629156,1,0.997,1.14458723625749e-296,"NCC24","CYSTM1","cysteine rich transmembrane module containing 1 [Source:HGNC Symbol;Acc:HGNC:30239]"
"180","KRCC1",1.3935097360282e-300,1.00967203588741,0.953,0.521,2.51556377547811e-296,"NCC24","KRCC1","lysine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28039]"
"181","CMTM7",1.39404973357661e-300,0.665466874100991,0.568,0.026,2.5165385790525e-296,"NCC24","CMTM7","CKLF like MARVEL transmembrane domain containing 7 [Source:HGNC Symbol;Acc:HGNC:19178]"
"182","ZHX1",4.55380609596744e-300,0.957829779568024,0.918,0.409,8.22053076444043e-296,"NCC24","ZHX1","zinc fingers and homeoboxes 1 [Source:HGNC Symbol;Acc:HGNC:12871]"
"183","NDRG1",5.9942942701666e-300,0.976187046344148,0.744,0.132,1.08209000165048e-295,"NCC24","NDRG1","N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]"
"184","FAM120AOS",2.22896094087559e-299,0.914537516106682,0.884,0.299,4.02372029046862e-295,"NCC24","FAM120AOS","family with sequence similarity 120A opposite strand [Source:HGNC Symbol;Acc:HGNC:23389]"
"185","PARP10",2.4545030959281e-299,0.558048217464371,0.528,0.011,4.43086898876941e-295,"NCC24","PARP10","poly(ADP-ribose) polymerase family member 10 [Source:HGNC Symbol;Acc:HGNC:25895]"
"186","PTK2",7.52963337375899e-299,0.938261383715329,0.934,0.436,1.35924941663097e-294,"NCC24","PTK2","protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:9611]"
"187","BST2",1.132482825424e-298,1.03344744110876,0.998,0.94,2.0443579964554e-294,"NCC24","BST2","bone marrow stromal cell antigen 2 [Source:HGNC Symbol;Acc:HGNC:1119]"
"188","SNHG25",1.49768877021417e-298,1.0201969898014,1,0.975,2.70362776799062e-294,"NCC24","SNHG25","small nucleolar RNA host gene 25 [Source:HGNC Symbol;Acc:HGNC:51534]"
"189","RAB32",2.89367509579935e-297,0.720210358908773,0.493,0,5.22366228293698e-293,"NCC24","RAB32","RAB32, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9772]"
"190","AKR1B1",8.46713647976814e-297,0.580296404718261,0.496,0.001,1.52848747732775e-292,"NCC24","AKR1B1","aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381]"
"191","ATP9A",2.92752003096267e-296,0.798475994467832,0.742,0.129,5.28475915989382e-292,"NCC24","ATP9A","ATPase phospholipid transporting 9A (putative) [Source:HGNC Symbol;Acc:HGNC:13540]"
"192","ALDH1A1",3.19912983447811e-296,1.17452692423882,0.981,0.618,5.77506917719988e-292,"NCC24","ALDH1A1","aldehyde dehydrogenase 1 family member A1 [Source:HGNC Symbol;Acc:HGNC:402]"
"193","GABPB1-AS1",4.6285773308358e-295,1.11659457132519,0.976,0.69,8.3555077976248e-291,"NCC24","GABPB1-AS1","GABPB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44157]"
"194","FZD6",5.06425106746771e-294,0.819333357126611,0.777,0.163,9.14198602699271e-290,"NCC24","FZD6","frizzled class receptor 6 [Source:HGNC Symbol;Acc:HGNC:4044]"
"195","GLUL",1.66581384832689e-293,1.03711251491663,0.915,0.405,3.0071271589997e-289,"NCC24","GLUL","glutamate-ammonia ligase [Source:HGNC Symbol;Acc:HGNC:4341]"
"196","CALD1",5.4492579019458e-293,0.892440394641177,0.495,0.003,9.83700036459255e-289,"NCC24","CALD1","caldesmon 1 [Source:HGNC Symbol;Acc:HGNC:1441]"
"197","PDE4A",1.02793415526091e-292,0.543767769113838,0.514,0.009,1.855626737077e-288,"NCC24","PDE4A","phosphodiesterase 4A [Source:HGNC Symbol;Acc:HGNC:8780]"
"198","EFR3A",1.03508967038377e-292,0.961005919006316,0.928,0.469,1.86854387297678e-288,"NCC24","EFR3A","EFR3 homolog A [Source:HGNC Symbol;Acc:HGNC:28970]"
"199","TAX1BP3",1.33337005694038e-292,1.11814201834862,0.98,0.758,2.40699962678878e-288,"NCC24","TAX1BP3","Tax1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30684]"
"200","RPL7",4.4381960515101e-292,0.437552745654045,1,1,8.01183151218603e-288,"NCC24","RPL7","ribosomal protein L7 [Source:HGNC Symbol;Acc:HGNC:10363]"
"201","TCEAL4",1.52217657961412e-290,0.955391387770456,0.94,0.458,2.74783316151941e-286,"NCC24","TCEAL4","transcription elongation factor A like 4 [Source:HGNC Symbol;Acc:HGNC:26121]"
"202","VAPA",3.39112099188368e-288,0.793446253584112,0.998,0.96,6.12165161454841e-284,"NCC24","VAPA","VAMP associated protein A [Source:HGNC Symbol;Acc:HGNC:12648]"
"203","GAMT",2.63679797738642e-287,0.533827555761534,0.489,0.003,4.75994770877796e-283,"NCC24","GAMT","guanidinoacetate N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:4136]"
"204","SLC25A6",3.33112364325311e-287,0.695815587316353,1,1,6.01334440080051e-283,"NCC24","SLC25A6","solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992]"
"205","TMEM136",7.00723010186591e-287,0.542011275400777,0.477,0,1.26494517798883e-282,"NCC24","TMEM136",NA
"206","SLC40A1",1.95225629210016e-286,1.31995988729955,0.976,0.82,3.52421305849922e-282,"NCC24","SLC40A1","solute carrier family 40 member 1 [Source:HGNC Symbol;Acc:HGNC:10909]"
"207","CEMIP2",8.48352642922684e-286,0.957495480588874,0.922,0.386,1.53144619100403e-281,"NCC24","CEMIP2","cell migration inducing hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:11869]"
"208","HEBP1",7.53223645353195e-285,0.772987918286908,0.718,0.121,1.35971932459159e-280,"NCC24","HEBP1","heme binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17176]"
"209","JUN",1.00320061270239e-284,1.00514667891902,0.998,0.906,1.81097774605036e-280,"NCC24","JUN","Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]"
"210","HLA-C",1.36578613257488e-282,1.15740031434051,1,0.963,2.46551712652417e-278,"NCC24","HLA-C","major histocompatibility complex, class I, C [Source:HGNC Symbol;Acc:HGNC:4933]"
"211","PBDC1",6.48526079672227e-282,0.528067430200497,0.47,0,1.1707192790243e-277,"NCC24","PBDC1","polysaccharide biosynthesis domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28790]"
"212","PRR34-AS1",6.62901941556198e-282,0.729651687874969,0.674,0.095,1.19667058489725e-277,"NCC24","PRR34-AS1","PRR34 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50499]"
"213","C11orf21",8.72463519100861e-282,0.564042532658775,0.47,0,1.57497114468087e-277,"NCC24","C11orf21","chromosome 11 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:13231]"
"214","SF1",1.50847275154731e-281,0.754797851506661,0.997,0.961,2.7230950110932e-277,"NCC24","SF1","splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:12950]"
"215","CPD",6.45223567772948e-281,1.00144113470456,0.972,0.68,1.16475758454373e-276,"NCC24","CPD","carboxypeptidase D [Source:HGNC Symbol;Acc:HGNC:2301]"
"216","SLC17A9",1.85356215135752e-280,0.53111528382475,0.468,0,3.3460503956306e-276,"NCC24","SLC17A9","solute carrier family 17 member 9 [Source:HGNC Symbol;Acc:HGNC:16192]"
"217","DNASE2",4.42891756008482e-280,0.914564827935249,0.911,0.404,7.99508197946512e-276,"NCC24","DNASE2","deoxyribonuclease 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:2960]"
"218","CDC42EP1",8.69337948429924e-280,0.955585764079159,0.987,0.762,1.5693288645057e-275,"NCC24","CDC42EP1","CDC42 effector protein 1 [Source:HGNC Symbol;Acc:HGNC:17014]"
"219","ENAH",8.8670080412594e-280,0.913390179066477,0.969,0.668,1.60067229160815e-275,"NCC24","ENAH","ENAH actin regulator [Source:HGNC Symbol;Acc:HGNC:18271]"
"220","ANXA5",1.21575207662994e-279,1.03634881759926,0.866,0.307,2.19467564873236e-275,"NCC24","ANXA5","annexin A5 [Source:HGNC Symbol;Acc:HGNC:543]"
"221","ACADM",3.83375574945884e-279,0.508960531524995,0.466,0,6.9206958789231e-275,"NCC24","ACADM","acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]"
"222","PLBD1",4.65818714213324e-279,0.685842213744379,0.577,0.042,8.40895942897893e-275,"NCC24","PLBD1","phospholipase B domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26215]"
"223","RPL6",1.15952176771068e-278,0.378428274521249,1,1,2.09316869507132e-274,"NCC24","RPL6","ribosomal protein L6 [Source:HGNC Symbol;Acc:HGNC:10362]"
"224","SCNN1A",2.16223948608047e-278,0.66617033961425,0.546,0.029,3.90327472027246e-274,"NCC24","SCNN1A","sodium channel epithelial 1 alpha subunit [Source:HGNC Symbol;Acc:HGNC:10599]"
"225","UTP23",2.85525101079593e-278,0.866600612641732,0.869,0.315,5.15429912468882e-274,"NCC24","UTP23","UTP23 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:28224]"
"226","CD74",3.14392595300809e-278,0.955208846454506,0.543,0.026,5.6754151303702e-274,"NCC24","CD74","CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]"
"227","LY6E",8.25794134242313e-278,1.03908564954264,0.998,0.899,1.49072357113422e-273,"NCC24","LY6E","lymphocyte antigen 6 family member E [Source:HGNC Symbol;Acc:HGNC:6727]"
"228","ANKRD12",9.45624167017755e-278,0.879964376747238,0.979,0.762,1.70704074630045e-273,"NCC24","ANKRD12","ankyrin repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:29135]"
"229","ZIC2",1.16083716300886e-277,0.523784768408496,0.464,0,2.09554324666359e-273,"NCC24","ZIC2","Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]"
"230","HOOK2",5.67168206684513e-277,0.876965160440605,0.975,0.751,1.02385204670688e-272,"NCC24","HOOK2","hook microtubule tethering protein 2 [Source:HGNC Symbol;Acc:HGNC:19885]"
"231","CHKA",1.76787388446324e-276,0.855385843442094,0.822,0.241,3.19136593623305e-272,"NCC24","CHKA","choline kinase alpha [Source:HGNC Symbol;Acc:HGNC:1937]"
"232","PRDX5",1.98342833820385e-275,0.747641297646087,1,0.996,3.58048483612558e-271,"NCC24","PRDX5","peroxiredoxin 5 [Source:HGNC Symbol;Acc:HGNC:9355]"
"233","MYL9",3.78865281011555e-275,0.981605349286615,0.461,0,6.83927605282059e-271,"NCC24","MYL9","myosin light chain 9 [Source:HGNC Symbol;Acc:HGNC:15754]"
"234","FAM83H",8.5217887223593e-275,0.958250997195986,0.915,0.443,1.5383533001603e-270,"NCC24","FAM83H","family with sequence similarity 83 member H [Source:HGNC Symbol;Acc:HGNC:24797]"
"235","EIF3H",3.85623094224933e-274,0.581571763253789,1,1,6.9612680969485e-270,"NCC24","EIF3H","eukaryotic translation initiation factor 3 subunit H [Source:HGNC Symbol;Acc:HGNC:3273]"
"236","CTSB",6.0717691805258e-274,0.770653291165545,1,0.968,1.09607577246852e-269,"NCC24","CTSB","cathepsin B [Source:HGNC Symbol;Acc:HGNC:2527]"
"237","AGR3",8.68881877366629e-274,1.103814284204,0.977,0.591,1.56850556502224e-269,"NCC24","AGR3","anterior gradient 3, protein disulphide isomerase family member [Source:HGNC Symbol;Acc:HGNC:24167]"
"238","AGO2",1.02375025344298e-273,0.865280143044288,0.982,0.729,1.84807395751527e-269,"NCC24","AGO2","argonaute RISC catalytic component 2 [Source:HGNC Symbol;Acc:HGNC:3263]"
"239","SERP1",7.22853922524023e-273,0.606008441374581,1,1,1.30489590094037e-268,"NCC24","SERP1","stress associated endoplasmic reticulum protein 1 [Source:HGNC Symbol;Acc:HGNC:10759]"
"240","CCDC170",1.32549178268867e-272,1.02499284058391,0.758,0.176,2.39277776610958e-268,"NCC24","CCDC170","coiled-coil domain containing 170 [Source:HGNC Symbol;Acc:HGNC:21177]"
"241","PLTP",1.6443344080738e-272,1.02024551138049,0.79,0.204,2.96835247345482e-268,"NCC24","PLTP","phospholipid transfer protein [Source:HGNC Symbol;Acc:HGNC:9093]"
"242","FAM129A",2.404214129414e-272,0.554983848429662,0.476,0.006,4.34008734641814e-268,"NCC24","FAM129A",NA
"243","MECOM",4.06182208690965e-272,0.95450642888328,0.82,0.255,7.3324012312893e-268,"NCC24","MECOM","MDS1 and EVI1 complex locus [Source:HGNC Symbol;Acc:HGNC:3498]"
"244","MCF2L-AS1",5.9315634480967e-270,0.800754046844146,0.783,0.195,1.07076583365042e-265,"NCC24","MCF2L-AS1","MCF2L antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39825]"
"245","PLEKHA1",1.76089623439634e-269,0.853537122732624,0.98,0.73,3.17876988233227e-265,"NCC24","PLEKHA1","pleckstrin homology domain containing A1 [Source:HGNC Symbol;Acc:HGNC:14335]"
"246","HSD17B12",3.16960404089692e-269,0.560973051371618,0.482,0.01,5.72176921462711e-265,"NCC24","HSD17B12","hydroxysteroid 17-beta dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:18646]"
"247","CRNDE",8.1497589752764e-269,0.91475756883185,0.994,0.876,1.47119449021689e-264,"NCC24","CRNDE","colorectal neoplasia differentially expressed [Source:HGNC Symbol;Acc:HGNC:37078]"
"248","RPS3A",9.84688279995048e-269,0.474234042188352,1,1,1.77755928304706e-264,"NCC24","RPS3A","ribosomal protein S3A [Source:HGNC Symbol;Acc:HGNC:10421]"
"249","H2AFY2",2.73188633927797e-267,0.489481436205306,0.448,0,4.9316012196646e-263,"NCC24","H2AFY2","H2A histone family member Y2 [Source:HGNC Symbol;Acc:HGNC:14453]"
"250","AUTS2",3.59012265170292e-267,0.81235567388922,0.836,0.255,6.48088941085411e-263,"NCC24","AUTS2","activator of transcription and developmental regulator AUTS2 [Source:HGNC Symbol;Acc:HGNC:14262]"
"251","HIST2H2BE",7.77656041876947e-267,0.874695453742248,0.602,0.065,1.40382468679626e-262,"NCC24","HIST2H2BE","histone cluster 2 H2B family member e [Source:HGNC Symbol;Acc:HGNC:4760]"
"252","DDX3Y",1.10495672617802e-266,0.486303804043103,0.447,0,1.99466788209656e-262,"NCC24","DDX3Y","DEAD-box helicase 3 Y-linked [Source:HGNC Symbol;Acc:HGNC:2699]"
"253","SORBS3",2.67849067754222e-266,0.579502175084539,0.519,0.024,4.83521137109921e-262,"NCC24","SORBS3","sorbin and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30907]"
"254","RASEF",2.79310867372465e-266,0.939754993886849,0.873,0.356,5.04211977780774e-262,"NCC24","RASEF","RAS and EF-hand domain containing [Source:HGNC Symbol;Acc:HGNC:26464]"
"255","HLA-DPB1",3.57628115894237e-266,0.734788910896736,0.475,0.009,6.45590274812277e-262,"NCC24","HLA-DPB1","major histocompatibility complex, class II, DP beta 1 [Source:HGNC Symbol;Acc:HGNC:4940]"
"256","BIN1",5.55804530842989e-266,0.911304958669061,0.904,0.418,1.00333833907776e-261,"NCC24","BIN1","bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]"
"257","RAB13",4.42913942733896e-265,0.808845588325393,0.99,0.843,7.99548249423228e-261,"NCC24","RAB13","RAB13, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9762]"
"258","F5",2.60933023268403e-264,0.539600183214045,0.444,0,4.7103629360412e-260,"NCC24","F5","coagulation factor V [Source:HGNC Symbol;Acc:HGNC:3542]"
"259","PAIP1",5.81755988426618e-264,0.762332986914277,0.996,0.895,1.05018591030773e-259,"NCC24","PAIP1","poly(A) binding protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16945]"
"260","TMSB4X",6.61753142613643e-264,1.45911895995137,1,0.997,1.19459677304615e-259,"NCC24","TMSB4X","thymosin beta 4 X-linked [Source:HGNC Symbol;Acc:HGNC:11881]"
"261","DDIT3",1.82799343510173e-262,1.03969226321255,0.86,0.317,3.29989374904564e-258,"NCC24","DDIT3","DNA damage inducible transcript 3 [Source:HGNC Symbol;Acc:HGNC:2726]"
"262","MPP6",1.12482059929772e-261,0.486303804043103,0.44,0,2.03052614585224e-257,"NCC24","MPP6","membrane palmitoylated protein 6 [Source:HGNC Symbol;Acc:HGNC:18167]"
"263","FIGN",1.70685302306268e-261,0.558135840943384,0.44,0,3.08121107723275e-257,"NCC24","FIGN","fidgetin, microtubule severing factor [Source:HGNC Symbol;Acc:HGNC:13285]"
"264","OR51B5",6.96793542672864e-261,0.568566979291847,0.446,0.002,1.25785170323305e-256,"NCC24","OR51B5","olfactory receptor family 51 subfamily B member 5 [Source:HGNC Symbol;Acc:HGNC:19599]"
"265","LINC01996",7.48112491561196e-260,0.60558521034197,0.443,0.002,1.35049266976627e-255,"NCC24","LINC01996","long intergenic non-protein coding RNA 1996 [Source:HGNC Symbol;Acc:HGNC:52830]"
"266","AAMDC",8.68516814977638e-260,0.941224942010414,0.87,0.364,1.56784655439763e-255,"NCC24","AAMDC","adipogenesis associated Mth938 domain containing [Source:HGNC Symbol;Acc:HGNC:30205]"
"267","PKN1",2.44463885703453e-259,0.902768069226213,0.89,0.39,4.41306206471873e-255,"NCC24","PKN1","protein kinase N1 [Source:HGNC Symbol;Acc:HGNC:9405]"
"268","GPT2",4.10765956150814e-259,0.97115089576848,0.901,0.429,7.4151470404345e-255,"NCC24","GPT2","glutamic--pyruvic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:18062]"
"269","MXRA7",5.22687949723258e-259,0.523346439269538,0.481,0.014,9.43556286840426e-255,"NCC24","MXRA7","matrix remodeling associated 7 [Source:HGNC Symbol;Acc:HGNC:7541]"
"270","TRIB1",1.43009170943094e-258,1.07755268372623,0.814,0.266,2.58160155386473e-254,"NCC24","TRIB1","tribbles pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:16891]"
"271","BBX",4.21102430109037e-258,0.877026270771552,0.944,0.553,7.60174106832833e-254,"NCC24","BBX","BBX high mobility group box domain containing [Source:HGNC Symbol;Acc:HGNC:14422]"
"272","FOLR1",5.70520605429335e-258,0.625152036554463,0.435,0,1.02990379692103e-253,"NCC24","FOLR1","folate receptor alpha [Source:HGNC Symbol;Acc:HGNC:3791]"
"273","FDFT1",2.69380433664449e-257,0.902655323664316,0.997,0.833,4.86285558851064e-253,"NCC24","FDFT1","farnesyl-diphosphate farnesyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3629]"
"274","FDFT1",2.69380433664449e-257,0.902655323664316,0.997,0.833,4.86285558851064e-253,"NCC24","FDFT1","farnesyl-diphosphate farnesyltransferase 1 [Source:NCBI gene;Acc:2222]"
"275","RAB17",3.07383278102061e-257,0.482363968436443,0.455,0.007,5.5488829362984e-253,"NCC24","RAB17","RAB17, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16523]"
"276","SLC9A3R2",1.69415001752227e-256,0.772342260425154,0.781,0.208,3.05827961163119e-252,"NCC24","SLC9A3R2","SLC9A3 regulator 2 [Source:HGNC Symbol;Acc:HGNC:11076]"
"277","AFAP1-AS1",3.73983031223674e-256,0.472846375700774,0.432,0,6.75114167964976e-252,"NCC24","AFAP1-AS1","AFAP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28141]"
"278","SLC7A5",4.51896645588225e-256,1.3070312464859,0.944,0.594,8.15763824615863e-252,"NCC24","SLC7A5","solute carrier family 7 member 5 [Source:HGNC Symbol;Acc:HGNC:11063]"
"279","LONRF1",6.34556505914949e-256,0.746304088048795,0.672,0.116,1.14550140447767e-251,"NCC24","LONRF1","LON peptidase N-terminal domain and ring finger 1 [Source:HGNC Symbol;Acc:HGNC:26302]"
"280","MUC6",7.88059067633548e-256,0.667457694444634,0.432,0,1.42260422889208e-251,"NCC24","MUC6","mucin 6, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7517]"
"281","VDAC2",8.0700926094674e-256,0.695549345907853,0.999,0.995,1.45681311786106e-251,"NCC24","VDAC2","voltage dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672]"
"282","ROR1",1.01671664945234e-255,0.869100437069263,0.778,0.216,1.83537689559137e-251,"NCC24","ROR1","receptor tyrosine kinase like orphan receptor 1 [Source:HGNC Symbol;Acc:HGNC:10256]"
"283","SNX19",9.4391025821589e-253,0.449346599784876,0.427,0,1.70394679813132e-248,"NCC24","SNX19","sorting nexin 19 [Source:HGNC Symbol;Acc:HGNC:21532]"
"284","L3MBTL4",5.64710835906363e-252,0.492037459189561,0.441,0.005,1.01941600097817e-247,"NCC24","L3MBTL4","L3MBTL histone methyl-lysine binding protein 4 [Source:HGNC Symbol;Acc:HGNC:26677]"
"285","AP002360.1",3.31722351262203e-251,0.873916265545594,0.871,0.366,5.98825188498529e-247,"NCC24","AP002360.1","novel transcript"
"286","SLC25A36",5.27951776267983e-251,0.880363594047709,0.935,0.585,9.53058546518963e-247,"NCC24","SLC25A36","solute carrier family 25 member 36 [Source:HGNC Symbol;Acc:HGNC:25554]"
"287","TSC22D3",1.18519838206449e-250,0.463773079495099,0.423,0,2.13952011930281e-246,"NCC24","TSC22D3","TSC22 domain family member 3 [Source:HGNC Symbol;Acc:HGNC:3051]"
"288","SSPN",1.18575460578847e-250,0.523412964648995,0.459,0.011,2.14052421436935e-246,"NCC24","SSPN","sarcospan [Source:HGNC Symbol;Acc:HGNC:11322]"
"289","IRF2BP2",1.4676599856873e-250,0.799015236831915,0.993,0.872,2.64941980616271e-246,"NCC24","IRF2BP2","interferon regulatory factor 2 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21729]"
"290","CADM1",1.71766282263881e-250,0.563453431021708,0.423,0,3.10072492742758e-246,"NCC24","CADM1","cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5951]"
"291","RDX",2.88358402183515e-250,0.728238500371215,0.423,0,5.20544587621681e-246,"NCC24","RDX","radixin [Source:HGNC Symbol;Acc:HGNC:9944]"
"292","SOAT1",4.18625322293536e-250,0.505152674990752,0.443,0.006,7.5570243180429e-246,"NCC24","SOAT1","sterol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:11177]"
"293","RPL10",4.43119373359275e-250,0.416381234711209,1,1,7.99919092788162e-246,"NCC24","RPL10","ribosomal protein L10 [Source:HGNC Symbol;Acc:HGNC:10298]"
"294","GULP1",1.97299550486159e-249,0.759658533165759,0.755,0.193,3.56165148537614e-245,"NCC24","GULP1","GULP PTB domain containing engulfment adaptor 1 [Source:HGNC Symbol;Acc:HGNC:18649]"
"295","UBE2V2",2.01186445212469e-249,0.790012679734637,0.987,0.817,3.6318177089755e-245,"NCC24","UBE2V2","ubiquitin conjugating enzyme E2 V2 [Source:HGNC Symbol;Acc:HGNC:12495]"
"296","APOOL",4.95302245466743e-248,0.431352112247637,0.419,0,8.94119613516564e-244,"NCC24","APOOL","apolipoprotein O like [Source:HGNC Symbol;Acc:HGNC:24009]"
"297","MTSS1",6.08954162107668e-248,0.459859180173963,0.419,0,1.09928405343676e-243,"NCC24","MTSS1","MTSS I-BAR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20443]"
"298","MARCKS",2.89995682754016e-247,1.03150633416913,0.973,0.755,5.23500206507549e-243,"NCC24","MARCKS","myristoylated alanine rich protein kinase C substrate [Source:HGNC Symbol;Acc:HGNC:6759]"
"299","SLC6A9",1.21866471200802e-246,0.549399419700758,0.517,0.035,2.19993353811687e-242,"NCC24","SLC6A9","solute carrier family 6 member 9 [Source:HGNC Symbol;Acc:HGNC:11056]"
"300","PKIB",1.55211523088816e-246,0.708028407556597,0.505,0.031,2.8018784147993e-242,"NCC24","PKIB","cAMP-dependent protein kinase inhibitor beta [Source:HGNC Symbol;Acc:HGNC:9018]"
"301","PIGR",3.69017772104517e-246,1.0155456899695,0.417,0,6.66150882203074e-242,"NCC24","PIGR","polymeric immunoglobulin receptor [Source:HGNC Symbol;Acc:HGNC:8968]"
"302","FAIM",3.78459476952158e-246,0.732670654846529,0.733,0.173,6.83195047794035e-242,"NCC24","FAIM","Fas apoptotic inhibitory molecule [Source:HGNC Symbol;Acc:HGNC:18703]"
"303","ERN2",6.80765714864397e-246,0.591069403471614,0.559,0.055,1.22891826847321e-241,"NCC24","ERN2","endoplasmic reticulum to nucleus signaling 2 [Source:HGNC Symbol;Acc:HGNC:16942]"
