"","gene","p_val","avg_logFC","pct.1","pct.2","p_val_adj","description"
"640","EMP1",1.58447396576031e-158,0.275271315963766,0.117,0.56,3.442745032804e-154,"epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333]"
"641","DDX17",3.6761871084666e-158,0.453257040497822,0.259,0.934,7.98761934927623e-154,"DEAD-box helicase 17 [Source:HGNC Symbol;Acc:HGNC:2740]"
"642","DHX40",4.21546211219415e-158,0.29295867247592,0.093,0.502,9.15935607737546e-154,"DEAH-box helicase 40 [Source:HGNC Symbol;Acc:HGNC:18018]"
"643","AASDHPPT",1.45970107978115e-157,0.305427551725712,0.095,0.506,3.17163850614847e-153,"aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:HGNC Symbol;Acc:HGNC:14235]"
"644","FOXP1",7.35389812569738e-157,0.554201091222281,0.203,0.778,1.59785498475153e-152,"forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823]"
"645","RPF2",7.72732106890903e-157,0.406204394537836,0.133,0.598,1.67899232185255e-152,"ribosome production factor 2 homolog [Source:HGNC Symbol;Acc:HGNC:20870]"
"646","ATP5F1C",8.13529315624553e-157,0.442177670372863,0.262,0.941,1.76763649698903e-152,"ATP synthase F1 subunit gamma [Source:HGNC Symbol;Acc:HGNC:833]"
"647","SRSF11",8.35488040841637e-157,0.38517072832892,0.271,0.964,1.81534841514071e-152,"serine and arginine rich splicing factor 11 [Source:HGNC Symbol;Acc:HGNC:10782]"
"648","SFT2D2",9.71320047478629e-156,0.411860114510581,0.127,0.581,2.11048419916157e-151,"SFT2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25140]"
"649","VDAC3",1.64629930555384e-155,0.554151236350788,0.221,0.823,3.57707913110739e-151,"voltage dependent anion channel 3 [Source:HGNC Symbol;Acc:HGNC:12674]"
"650","HP1BP3",1.67754559554177e-155,0.366546044681109,0.275,0.971,3.64497106999317e-151,"heterochromatin protein 1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24973]"
"651","DNAJB6",1.79658072727249e-155,0.272395511989359,0.277,0.977,3.90361060421766e-151,"DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888]"
"652","UGDH",2.4182928183714e-155,0.523678937809545,0.189,0.737,5.25446663575737e-151,"UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12525]"
"653","EZH2",2.43277457228675e-155,0.445526205801972,0.173,0.694,5.28593259066466e-151,"enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3527]"
"654","CKAP2",5.74598181086906e-155,0.422767230135833,0.183,0.719,1.24848692786563e-150,"cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1990]"
"655","MOB1A",6.90707748490789e-155,0.39041666523459,0.273,0.968,1.50076979592079e-150,"MOB kinase activator 1A [Source:HGNC Symbol;Acc:HGNC:16015]"
"656","ACTR3",8.02507061605811e-155,0.537569069609765,0.225,0.832,1.74368734345711e-150,"actin related protein 3 [Source:HGNC Symbol;Acc:HGNC:170]"
"657","PSMD12",9.74722728143789e-155,0.570618959060483,0.226,0.835,2.11787754371082e-150,"proteasome 26S subunit, non-ATPase 12 [Source:HGNC Symbol;Acc:HGNC:9557]"
"658","TCF7L2",1.52578662523065e-154,0.519869071054215,0.191,0.74,3.31522917930116e-150,"transcription factor 7 like 2 [Source:HGNC Symbol;Acc:HGNC:11641]"
"659","RREB1",1.97486349359966e-154,0.283528299528809,0.084,0.475,4.29098339889334e-150,"ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10449]"
"660","SAR1A",2.52109689904576e-154,0.473201348988296,0.17,0.686,5.47783934224663e-150,"secretion associated Ras related GTPase 1A [Source:HGNC Symbol;Acc:HGNC:10534]"
"661","DKC1",6.86342911134429e-154,0.528308179210243,0.229,0.842,1.49128587731289e-149,"dyskerin pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:2890]"
"662","TNKS2",9.04237750004379e-154,0.29539947827595,0.084,0.473,1.96472778320951e-149,"tankyrase 2 [Source:HGNC Symbol;Acc:HGNC:15677]"
"663","BTG3",4.38589455040515e-153,0.348325198652047,0.118,0.556,9.52967167912031e-149,"BTG anti-proliferation factor 3 [Source:HGNC Symbol;Acc:HGNC:1132]"
"664","NOL11",5.90407551457795e-153,0.382337406082289,0.113,0.542,1.2828375278075e-148,"nucleolar protein 11 [Source:HGNC Symbol;Acc:HGNC:24557]"
"665","RAD21",7.66996924684753e-153,0.488788201841715,0.19,0.735,1.66653091795503e-148,"RAD21 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:9811]"
"666","PITPNB",8.78307808653768e-153,0.375210212129654,0.115,0.546,1.90838720664291e-148,"phosphatidylinositol transfer protein beta [Source:HGNC Symbol;Acc:HGNC:9002]"
"667","CCDC34",1.2734346715319e-152,0.461245148352599,0.195,0.746,2.76691885430451e-148,"coiled-coil domain containing 34 [Source:HGNC Symbol;Acc:HGNC:25079]"
"668","PPP3CA",4.50316500773766e-152,0.510194381355989,0.193,0.741,9.78447692881239e-148,"protein phosphatase 3 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9314]"
"669","TESC",1.87233789454549e-151,0.391717322837502,0.259,0.915,4.06821577726844e-147,"tescalcin [Source:HGNC Symbol;Acc:HGNC:26065]"
"670","SEPT11",2.97323160700817e-151,0.536364442739128,0.205,0.773,6.46023763570736e-147,NA
"671","MZT2B",3.37020346618281e-151,-0.278378330252131,0.318,1,7.32277809132201e-147,"mitotic spindle organizing protein 2B [Source:HGNC Symbol;Acc:HGNC:25886]"
"672","UBE2N",3.53097893669156e-151,0.475935498210064,0.256,0.91,7.67211103364343e-147,"ubiquitin conjugating enzyme E2 N [Source:HGNC Symbol;Acc:HGNC:12492]"
"673","PRDX2",3.76710918009148e-151,0.323563415334009,0.272,0.95,8.18517482650276e-147,"peroxiredoxin 2 [Source:HGNC Symbol;Acc:HGNC:9353]"
"674","UGCG",8.04908162976619e-151,0.327604799005737,0.108,0.526,1.7489044565156e-146,"UDP-glucose ceramide glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:12524]"
"675","ATAD1",1.11003177528281e-150,0.281460239316322,0.078,0.454,2.41187704133448e-146,"ATPase family AAA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25903]"
"676","SPIN1",1.46910247773799e-150,0.29899225713646,0.091,0.484,3.19206586362911e-146,"spindlin 1 [Source:HGNC Symbol;Acc:HGNC:11243]"
"677","TST",3.66088309013825e-150,0.492962951370231,0.192,0.736,7.95436677825238e-146,"thiosulfate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:12388]"
"678","RFWD3",1.14474150567865e-149,0.333939853949373,0.107,0.523,2.48729434353858e-145,"ring finger and WD repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:25539]"
"679","COX16",1.46835315637486e-149,0.442642729797234,0.132,0.584,3.19043773817131e-145,"cytochrome c oxidase assembly factor COX16 [Source:HGNC Symbol;Acc:HGNC:20213]"
"680","PARD6B",3.33237079448659e-149,0.356821311501557,0.115,0.541,7.24057526226046e-145,"par-6 family cell polarity regulator beta [Source:HGNC Symbol;Acc:HGNC:16245]"
"681","SMARCAD1",7.44812588277117e-149,0.262055338429389,0.077,0.449,1.61832879180852e-144,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 [Source:HGNC Symbol;Acc:HGNC:18398]"
"682","GOLT1B",7.47102430402839e-149,0.279262905886072,0.084,0.466,1.62330416077929e-144,"golgi transport 1B [Source:HGNC Symbol;Acc:HGNC:20175]"
"683","LINC02404",7.54157415093762e-149,-0.380307843516763,0.035,0.341,1.63863323151573e-144,"long intergenic non-protein coding RNA 2404 [Source:HGNC Symbol;Acc:HGNC:53331]"
"684","MFSD14B",1.75937845753536e-148,0.466338166485456,0.147,0.619,3.82277751253283e-144,"major facilitator superfamily domain containing 14B [Source:HGNC Symbol;Acc:HGNC:23376]"
"685","LSM12",1.90344244369042e-148,0.55785185866287,0.213,0.788,4.13579974165054e-144,"LSM12 homolog [Source:HGNC Symbol;Acc:HGNC:26407]"
"686","MSH2",4.98825258552245e-148,0.271796110046363,0.088,0.473,1.08384752178232e-143,"mutS homolog 2 [Source:HGNC Symbol;Acc:HGNC:7325]"
"687","PSMA5",1.45598142403553e-147,0.469768618928336,0.273,0.953,3.1635564381444e-143,"proteasome subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:9534]"
"688","MYOF",1.97894612932405e-147,0.419625479824635,0.144,0.61,4.2998541497953e-143,"myoferlin [Source:HGNC Symbol;Acc:HGNC:3656]"
"689","NOP58",2.21228641518763e-147,0.551861662376051,0.186,0.715,4.80685592291969e-143,"NOP58 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:29926]"
"690","ILF2",2.67237232429109e-147,0.472140991032389,0.259,0.91,5.80653058621967e-143,"interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:HGNC:6037]"
"691","SLC30A7",5.29194846300871e-147,0.281227819090084,0.08,0.454,1.14983456204253e-142,"solute carrier family 30 member 7 [Source:HGNC Symbol;Acc:HGNC:19306]"
"692","CAMK2D",8.92059407572716e-147,0.485045931016413,0.138,0.592,1.938266680774e-142,"calcium/calmodulin dependent protein kinase II delta [Source:HGNC Symbol;Acc:HGNC:1462]"
"693","ANXA4",8.98054181921135e-147,0.307030859017094,0.282,0.97,1.95129212647824e-142,"annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]"
"694","GLS",1.30619230453638e-146,0.466882854392947,0.15,0.623,2.83809463929665e-142,"glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]"
"695","VPS41",1.47708580866875e-146,0.314229072101691,0.093,0.483,3.20941204507545e-142,"VPS41 subunit of HOPS complex [Source:HGNC Symbol;Acc:HGNC:12713]"
"696","ANXA5",6.28484604102762e-146,0.443109509929027,0.194,0.731,1.36557134779448e-141,"annexin A5 [Source:HGNC Symbol;Acc:HGNC:543]"
"697","CLDND1",8.35500096724358e-146,0.336087604880424,0.099,0.496,1.81537461016268e-141,"claudin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1322]"
"698","DDX10",1.15649045276954e-145,0.277035663805487,0.087,0.468,2.51282245577766e-141,"DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]"
"699","RPA1",1.2814859380287e-145,0.295152259938403,0.093,0.483,2.78441264614877e-141,"replication protein A1 [Source:HGNC Symbol;Acc:HGNC:10289]"
"700","SNRPD3",1.68625110455261e-145,0.483643192128993,0.265,0.925,3.66388639997192e-141,"small nuclear ribonucleoprotein D3 polypeptide [Source:HGNC Symbol;Acc:HGNC:11160]"
"701","TXNIP",1.69189322788146e-145,0.469299886809862,0.184,0.703,3.67614560554083e-141,"thioredoxin interacting protein [Source:HGNC Symbol;Acc:HGNC:16952]"
"702","GOLPH3",1.86324176689821e-145,0.44332670288065,0.133,0.577,4.04845171111644e-141,"golgi phosphoprotein 3 [Source:HGNC Symbol;Acc:HGNC:15452]"
"703","SEMA3C",2.53829074486326e-145,0.256367246990244,0.065,0.413,5.51519813043889e-141,"semaphorin 3C [Source:HGNC Symbol;Acc:HGNC:10725]"
"704","SP100",7.84131421185878e-145,0.321646532550337,0.084,0.459,1.70376075195267e-140,"SP100 nuclear antigen [Source:HGNC Symbol;Acc:HGNC:11206]"
"705","HNRNPD",1.40305097971944e-144,0.31113771093521,0.283,0.97,3.04854916873439e-140,"heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036]"
"706","ARPP19",2.73186840575777e-144,0.522913206924408,0.251,0.884,5.93580367203048e-140,"cAMP regulated phosphoprotein 19 [Source:HGNC Symbol;Acc:HGNC:16967]"
"707","GGCX",3.76824888495409e-144,0.470992959067351,0.149,0.615,8.18765117722824e-140,"gamma-glutamyl carboxylase [Source:HGNC Symbol;Acc:HGNC:4247]"
"708","CBX5",4.65803593538946e-144,0.343075957929613,0.104,0.507,1.01209804804142e-139,"chromobox 5 [Source:HGNC Symbol;Acc:HGNC:1555]"
"709","RAB11A",8.01878871414734e-144,0.496127268451737,0.266,0.925,1.74232241180993e-139,"RAB11A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9760]"
"710","GDI2",1.77907793972118e-143,0.475323274491688,0.269,0.934,3.86558054742617e-139,"GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227]"
"711","WDR43",2.15199462344687e-143,0.329045712474964,0.277,0.949,4.67585391782535e-139,"WD repeat domain 43 [Source:HGNC Symbol;Acc:HGNC:28945]"
"712","MED21",2.69402338868004e-143,0.48891605992405,0.152,0.622,5.853574018924e-139,"mediator complex subunit 21 [Source:HGNC Symbol;Acc:HGNC:11473]"
"713","THOC2",3.41155523119217e-143,0.547127735515147,0.244,0.862,7.41262720633434e-139,"THO complex 2 [Source:HGNC Symbol;Acc:HGNC:19073]"
"714","MAN2A1",9.75464504673296e-143,0.356197431197578,0.105,0.505,2.11948927575414e-138,"mannosidase alpha class 2A member 1 [Source:HGNC Symbol;Acc:HGNC:6824]"
"715","ANKRD10",1.21706946331777e-142,0.486819883076946,0.159,0.636,2.64444852989686e-138,"ankyrin repeat domain 10 [Source:HGNC Symbol;Acc:HGNC:20265]"
"716","RBM14",1.09539098659429e-141,0.354516443489247,0.107,0.509,2.38006553567207e-137,"RNA binding motif protein 14 [Source:HGNC Symbol;Acc:HGNC:14219]"
"717","CSDE1",2.67282711685116e-141,0.499865528029034,0.268,0.926,5.8075187594942e-137,"cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905]"
"718","EPB41L4B",8.71561350366403e-141,0.270116321835367,0.079,0.44,1.89372850207612e-136,"erythrocyte membrane protein band 4.1 like 4B [Source:HGNC Symbol;Acc:HGNC:19818]"
"719","SLC39A10",8.79823398168663e-141,0.37390100723713,0.11,0.515,1.91168027954087e-136,"solute carrier family 39 member 10 [Source:HGNC Symbol;Acc:HGNC:20861]"
"720","RNF219",8.84820346526652e-141,0.254632603082466,0.071,0.42,1.92253764893311e-136,NA
"721","HDAC1",2.26491982717016e-140,0.499211681334019,0.272,0.934,4.92121780047532e-136,"histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852]"
"722","DCK",3.91917139563239e-140,0.252720902339038,0.077,0.433,8.51557560843006e-136,"deoxycytidine kinase [Source:HGNC Symbol;Acc:HGNC:2704]"
"723","PFDN4",1.61759899459994e-139,0.357503655265097,0.287,0.973,3.51471909546674e-135,"prefoldin subunit 4 [Source:HGNC Symbol;Acc:HGNC:8868]"
"724","UBE2L6",3.2280411533632e-139,0.250199700738322,0.07,0.416,7.01388781802756e-135,"ubiquitin conjugating enzyme E2 L6 [Source:HGNC Symbol;Acc:HGNC:12490]"
"725","APOBEC3C",1.03862163856746e-138,0.38471847329876,0.115,0.521,2.25671709627937e-134,"apolipoprotein B mRNA editing enzyme catalytic subunit 3C [Source:HGNC Symbol;Acc:HGNC:17353]"
"726","ITGB3BP",1.07457806517011e-138,0.312415879061389,0.103,0.493,2.33484322000161e-134,"integrin subunit beta 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6157]"
"727","ARID2",1.08018785085997e-138,0.260584305380743,0.077,0.433,2.34703216234854e-134,"AT-rich interaction domain 2 [Source:HGNC Symbol;Acc:HGNC:18037]"
"728","TGOLN2",1.09308177163266e-138,0.366482199544516,0.277,0.943,2.37504807340344e-134,"trans-golgi network protein 2 [Source:HGNC Symbol;Acc:HGNC:15450]"
"729","RAB14",1.83963114755546e-138,0.525506415195383,0.183,0.69,3.99715055740851e-134,"RAB14, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16524]"
"730","NFIA",4.2405504382612e-138,0.352036731763653,0.105,0.498,9.21386799225394e-134,"nuclear factor I A [Source:HGNC Symbol;Acc:HGNC:7784]"
"731","EPB41L1",7.85768079248037e-138,0.326133018398142,0.101,0.488,1.70731688259013e-133,"erythrocyte membrane protein band 4.1 like 1 [Source:HGNC Symbol;Acc:HGNC:3378]"
"732","OSTC",9.38949324277904e-138,0.274818450837436,0.293,0.981,2.04014909179103e-133,"oligosaccharyltransferase complex non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:24448]"
"733","PPP6C",1.00121262881672e-137,0.458357482524442,0.145,0.593,2.17543479989298e-133,"protein phosphatase 6 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9323]"
"734","RC3H1",1.66343691903465e-137,0.294125906013896,0.084,0.446,3.61431573767848e-133,"ring finger and CCCH-type domains 1 [Source:HGNC Symbol;Acc:HGNC:29434]"
"735","MRPL50",2.51907497264684e-137,0.596963537862482,0.231,0.814,5.47344610056706e-133,"mitochondrial ribosomal protein L50 [Source:HGNC Symbol;Acc:HGNC:16654]"
"736","ECT2",2.87645430397353e-137,0.393870012969843,0.131,0.559,6.24995991167369e-133,"epithelial cell transforming 2 [Source:HGNC Symbol;Acc:HGNC:3155]"
"737","FKBP14",1.75281114766327e-136,0.286511754210103,0.074,0.421,3.80850806164276e-132,"FKBP prolyl isomerase 14 [Source:HGNC Symbol;Acc:HGNC:18625]"
"738","CDH1",2.37051003175248e-136,0.444421831995466,0.264,0.901,5.15064419699179e-132,"cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]"
"739","SLC20A1",2.52544640008345e-136,0.251250815405034,0.075,0.423,5.48728993810133e-132,"solute carrier family 20 member 1 [Source:HGNC Symbol;Acc:HGNC:10946]"
"740","GTF2H3",3.11276407970774e-136,0.303936510305186,0.095,0.471,6.76341379238898e-132,"general transcription factor IIH subunit 3 [Source:HGNC Symbol;Acc:HGNC:4657]"
"741","ZMAT3",4.21312191646711e-136,0.355778062662635,0.122,0.535,9.15427130009973e-132,"zinc finger matrin-type 3 [Source:HGNC Symbol;Acc:HGNC:29983]"
"742","NSUN6",4.76172463212568e-136,0.322957913590401,0.093,0.464,1.03462752806827e-131,"NOP2/Sun RNA methyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23529]"
"743","CHMP5",1.12689014913958e-135,0.571337974586367,0.257,0.881,2.44850691605048e-131,"charged multivesicular body protein 5 [Source:HGNC Symbol;Acc:HGNC:26942]"
"744","COL17A1",1.39645740593756e-135,0.44845819671084,0.154,0.611,3.03422265162113e-131,"collagen type XVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2194]"
"745","LBR",3.37637113066637e-135,0.564769495713352,0.184,0.686,7.33617919271189e-131,"lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518]"
"746","PSAT1",1.00190115932671e-134,0.385506566000547,0.144,0.585,2.17693083898508e-130,"phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]"
"747","CKAP5",1.73088985901365e-134,0.30670722671529,0.094,0.466,3.76087748566487e-130,"cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]"
"748","TOMM7",5.64014610015549e-134,-0.331492569918998,0.663,1,1.22549094464178e-129,"translocase of outer mitochondrial membrane 7 [Source:HGNC Symbol;Acc:HGNC:21648]"
"749","HIPK1",1.01752002531856e-133,0.307265374029361,0.085,0.443,2.21086751101218e-129,"homeodomain interacting protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:19006]"
"750","TMED8",1.52991699807163e-133,0.368685669310882,0.104,0.488,3.32420365341005e-129,"transmembrane p24 trafficking protein family member 8 [Source:HGNC Symbol;Acc:HGNC:18633]"
"751","CCND2",4.47937045596621e-133,0.59167213682649,0.201,0.724,9.73277612672338e-129,"cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]"
"752","LAMP2",7.87252553441374e-133,0.404898934480708,0.12,0.524,1.71054234811742e-128,"lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]"
"753","IDH1",1.35708711585222e-132,0.403480647670665,0.129,0.544,2.94867888532371e-128,"isocitrate dehydrogenase (NADP(+)) 1, cytosolic [Source:HGNC Symbol;Acc:HGNC:5382]"
"754","LY6E",2.60178120276357e-132,0.49235045975263,0.229,0.797,5.65315019736469e-128,"lymphocyte antigen 6 family member E [Source:HGNC Symbol;Acc:HGNC:6727]"
"755","VPS35",3.16068628360741e-132,0.50310003520182,0.283,0.947,6.86753915702219e-128,"VPS35 retromer complex component [Source:HGNC Symbol;Acc:HGNC:13487]"
"756","TYMS",4.76536418851385e-132,0.373340281742621,0.165,0.63,1.03541833088029e-127,"thymidylate synthetase [Source:HGNC Symbol;Acc:HGNC:12441]"
"757","CENPH",1.12333942980156e-130,0.297738344771936,0.113,0.503,2.44079191307283e-126,"centromere protein H [Source:HGNC Symbol;Acc:HGNC:17268]"
"758","LLPH",7.20025559304583e-130,0.66254275716546,0.241,0.824,1.564471535257e-125,"LLP homolog, long-term synaptic facilitation factor [Source:HGNC Symbol;Acc:HGNC:28229]"
"759","TTC5",3.38211436284417e-129,0.294899497361864,0.082,0.426,7.34865808758782e-125,"tetratricopeptide repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:19274]"
"760","PHGR1",4.60440620125414e-129,-0.279742010515169,0.2,0.647,1.0004453794085e-124,"proline, histidine and glycine rich 1 [Source:HGNC Symbol;Acc:HGNC:37226]"
"761","ARF3",9.96093614845773e-129,0.55343741009024,0.265,0.889,2.1643122063369e-124,"ADP ribosylation factor 3 [Source:HGNC Symbol;Acc:HGNC:654]"
"762","LRPPRC",2.13203986877283e-128,0.604565027026206,0.256,0.864,4.63249622686961e-124,"leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]"
"763","YY1",3.77802940927592e-128,0.285060757856678,0.302,0.987,8.20890230047471e-124,"YY1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12856]"
"764","TMX1",1.88714367090248e-127,0.617869080742753,0.248,0.84,4.10038576813691e-123,"thioredoxin related transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15487]"
"765","TMEM69",2.30777790070385e-127,0.255960575312616,0.071,0.397,5.01433982264932e-123,"transmembrane protein 69 [Source:HGNC Symbol;Acc:HGNC:28035]"
"766","ALG8",2.78633307899365e-127,0.422540374606834,0.12,0.515,6.05414451403741e-123,"ALG8 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23161]"
"767","BANF1",4.86783934864242e-127,0.359821225840168,0.295,0.971,1.05768413367302e-122,"barrier to autointegration factor 1 [Source:HGNC Symbol;Acc:HGNC:17397]"
"768","RBM8A",2.83373782846403e-126,0.36533279785149,0.294,0.964,6.15714555368665e-122,"RNA binding motif protein 8A [Source:HGNC Symbol;Acc:HGNC:9905]"
"769","PEX11B",3.07638528050005e-126,0.253590433738676,0.075,0.405,6.68436993747052e-122,"peroxisomal biogenesis factor 11 beta [Source:HGNC Symbol;Acc:HGNC:8853]"
"770","RSL24D1",6.66039957041729e-126,0.396224704229712,0.295,0.967,1.44717161866027e-121,"ribosomal L24 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18479]"
"771","AK1",7.24842832786291e-126,0.261336077338099,0.079,0.415,1.57493850707805e-121,"adenylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:361]"
"772","NACA",8.06124272985635e-126,-0.337589509743421,0.616,1,1.75154682034319e-121,"nascent polypeptide associated complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:7629]"
"773","TMPO",1.02716771847875e-125,0.500288990294138,0.21,0.732,2.23183001871062e-121,"thymopoietin [Source:HGNC Symbol;Acc:HGNC:11875]"
"774","PSMC1",1.12843546048476e-125,0.503241346165252,0.29,0.953,2.45186456854128e-121,"proteasome 26S subunit, ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9547]"
"775","ANP32A",5.89997227870505e-125,0.609971491616827,0.255,0.852,1.28194597671703e-120,"acidic nuclear phosphoprotein 32 family member A [Source:HGNC Symbol;Acc:HGNC:13233]"
"776","PRDX6",1.52399465653633e-124,0.291611991035965,0.303,0.984,3.31133558972213e-120,"peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753]"
"777","KANSL1",3.1502648189269e-124,0.592865235223883,0.272,0.899,6.84489539856437e-120,"KAT8 regulatory NSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24565]"
"778","KRTCAP2",6.52999020112829e-124,0.416914751184029,0.294,0.959,1.41883627090116e-119,"keratinocyte associated protein 2 [Source:HGNC Symbol;Acc:HGNC:28942]"
"779","CCT5",2.03237312052786e-123,0.50169563596033,0.284,0.932,4.41594031628294e-119,"chaperonin containing TCP1 subunit 5 [Source:HGNC Symbol;Acc:HGNC:1618]"
"780","PSMC6",7.27982182246205e-123,0.555716756347921,0.278,0.914,1.58175968558456e-118,"proteasome 26S subunit, ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9553]"
"781","PAPSS1",8.36250347551186e-123,0.320245576632687,0.085,0.423,1.81700475515922e-118,"3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:8603]"
"782","FCF1",1.99222657797138e-122,0.418639188564504,0.114,0.491,4.32870990861621e-118,"FCF1 rRNA-processing protein [Source:HGNC Symbol;Acc:HGNC:20220]"
"783","ARPC5",2.8140022838894e-122,0.301041841586047,0.304,0.981,6.11426416243489e-118,"actin related protein 2/3 complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:708]"
"784","BHLHE40",4.05237307781118e-122,0.330986522308208,0.098,0.451,8.80499622346814e-118,"basic helix-loop-helix family member e40 [Source:HGNC Symbol;Acc:HGNC:1046]"
"785","CDKN1A",5.11298458853946e-122,0.405737704561938,0.241,0.799,1.11094929139785e-117,"cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784]"
"786","THRAP3",5.88258443815098e-121,0.567654704094034,0.285,0.928,1.27816794672145e-116,"thyroid hormone receptor associated protein 3 [Source:HGNC Symbol;Acc:HGNC:22964]"
"787","RASSF3",1.19997117787103e-120,0.269652821271753,0.075,0.397,2.60729737527817e-116,"Ras association domain family member 3 [Source:HGNC Symbol;Acc:HGNC:14271]"
"788","C12orf75",1.28647016961969e-120,0.370640784932078,0.272,0.886,2.79524238454966e-116,"chromosome 12 open reading frame 75 [Source:HGNC Symbol;Acc:HGNC:35164]"
"789","TMCO1",1.40983926294241e-120,0.394870764481865,0.298,0.963,3.06329875052128e-116,"transmembrane and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:18188]"
"790","LIPA",1.86812156472401e-120,0.303489667810215,0.083,0.413,4.05905453583233e-116,"lipase A, lysosomal acid type [Source:HGNC Symbol;Acc:HGNC:6617]"
"791","RABGAP1",1.12866235612888e-119,0.284342887093075,0.078,0.401,2.45235756739682e-115,"RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155]"
"792","PNP",1.76585666856454e-119,0.564455352979475,0.195,0.68,3.83685336945703e-115,"purine nucleoside phosphorylase [Source:HGNC Symbol;Acc:HGNC:7892]"
"793","C19orf33",2.2670726327387e-119,-0.439285215182885,0.462,0.997,4.92589541641465e-115,"chromosome 19 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:16668]"
"794","GOLIM4",5.78257899954698e-119,0.606780091598039,0.212,0.724,1.25643876502157e-114,"golgi integral membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15448]"
"795","ATP5F1D",1.02021490800794e-118,-0.256177626836525,0.351,0.998,2.21672295211964e-114,"ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"796","IFNGR1",3.04093582783765e-118,0.443843157538999,0.128,0.516,6.60734536672565e-114,"interferon gamma receptor 1 [Source:HGNC Symbol;Acc:HGNC:5439]"
