"","genes","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","description"
"170","CMTM7",1.59009383411301e-299,0.674168003388078,0.571,0.027,3.09368656365028e-295,"NCC24","CMTM7","CKLF like MARVEL transmembrane domain containing 7 [Source:HGNC Symbol;Acc:HGNC:19178]"
"171","WDR72",1.86015888249521e-299,0.740823576474564,0.71,0.097,3.61912512178267e-295,"NCC24","WDR72","WD repeat domain 72 [Source:HGNC Symbol;Acc:HGNC:26790]"
"172","GSDMD",2.20680874012615e-298,0.921254901394333,0.847,0.245,4.29356708478943e-294,"NCC24","GSDMD","gasdermin D [Source:HGNC Symbol;Acc:HGNC:25697]"
"173","FES",1.52463940095041e-296,0.689944401808857,0.674,0.07,2.96633841848912e-292,"NCC24","FES","FES proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3657]"
"174","FZD6",2.26512074519593e-296,0.832748356110359,0.783,0.172,4.40701892185319e-292,"NCC24","FZD6","frizzled class receptor 6 [Source:HGNC Symbol;Acc:HGNC:4044]"
"175","MBNL2",1.0737189263072e-295,1.09136199990259,0.986,0.638,2.08902754302329e-291,"NCC24","MBNL2","muscleblind like splicing regulator 2 [Source:HGNC Symbol;Acc:HGNC:16746]"
"176","SNHG18",2.28664829255144e-295,0.92588156631641,0.879,0.301,4.44890291798808e-291,"NCC24","SNHG18","small nucleolar RNA host gene 18 [Source:HGNC Symbol;Acc:HGNC:49007]"
"177","DNASE2",1.72542400329677e-294,0.951744193302827,0.914,0.381,3.3569849408142e-290,"NCC24","DNASE2","deoxyribonuclease 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:2960]"
"178","CREB3L1",3.2952963618635e-294,1.00653241013644,0.72,0.118,6.41132860164163e-290,"NCC24","CREB3L1","cAMP responsive element binding protein 3 like 1 [Source:HGNC Symbol;Acc:HGNC:18856]"
"179","EIF4EBP1",1.84909789555167e-293,1.03870147862113,0.999,0.932,3.59760486558532e-289,"NCC24","EIF4EBP1","eukaryotic translation initiation factor 4E binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3288]"
"180","RAB32",6.36066400037613e-293,0.725452007973818,0.496,0.003,1.23753078791318e-288,"NCC24","RAB32","RAB32, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9772]"
"181","SLC2A10",2.7640117015147e-292,0.555593576204394,0.519,0.01,5.377661166467e-288,"NCC24","SLC2A10","solute carrier family 2 member 10 [Source:HGNC Symbol;Acc:HGNC:13444]"
"182","RPS4Y1",1.63021401584943e-291,0.872204794130846,0.998,0.982,3.17174438923666e-287,"NCC24","RPS4Y1","ribosomal protein S4 Y-linked 1 [Source:HGNC Symbol;Acc:HGNC:10425]"
"183","COA4",2.3649276200657e-290,0.817005531197354,1,0.956,4.60120317759982e-286,"NCC24","COA4","cytochrome c oxidase assembly factor 4 homolog [Source:HGNC Symbol;Acc:HGNC:24604]"
"184","TNKS",3.89348984538901e-289,0.886179207017274,0.872,0.294,7.57517384318886e-285,"NCC24","TNKS","tankyrase [Source:HGNC Symbol;Acc:HGNC:11941]"
"185","RPL9",7.4300526470545e-289,0.474706453550245,1,1,1.44559104301092e-284,"NCC24","RPL9","ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369]"
"186","RPL5",5.36937197432078e-287,0.537254001975318,1,1,1.04466501132385e-282,"NCC24","RPL5","ribosomal protein L5 [Source:HGNC Symbol;Acc:HGNC:10360]"
"187","HSF1",8.52837129577999e-287,0.847201635072407,0.991,0.813,1.65927991930695e-282,"NCC24","HSF1","heat shock transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5224]"
"188","NFU1",1.81594736365068e-286,0.813328671068894,0.789,0.18,3.53310719071876e-282,"NCC24","NFU1","NFU1 iron-sulfur cluster scaffold [Source:HGNC Symbol;Acc:HGNC:16287]"
"189","SNRPD1",8.44589445605506e-286,0.838566045120631,1,0.996,1.64323322537007e-281,"NCC24","SNRPD1","small nuclear ribonucleoprotein D1 polypeptide [Source:HGNC Symbol;Acc:HGNC:11158]"
"190","MECOM",2.76197759433678e-285,0.985273498614177,0.822,0.24,5.37370360754163e-281,"NCC24","MECOM","MDS1 and EVI1 complex locus [Source:HGNC Symbol;Acc:HGNC:3498]"
"191","C12orf75",9.17716640937345e-285,1.12778835724442,0.998,0.915,1.7855094966077e-280,"NCC24","C12orf75","chromosome 12 open reading frame 75 [Source:HGNC Symbol;Acc:HGNC:35164]"
"192","MACROD1",2.19066711246416e-283,0.964919537676775,0.86,0.295,4.26216193401027e-279,"NCC24","MACROD1","mono-ADP ribosylhydrolase 1 [Source:HGNC Symbol;Acc:HGNC:29598]"
"193","CDK4",3.15902160810165e-283,0.930554999940726,0.992,0.833,6.14619244072257e-279,"NCC24","CDK4","cyclin dependent kinase 4 [Source:HGNC Symbol;Acc:HGNC:1773]"
"194","VAPA",4.46114060426889e-282,0.802080586993422,0.998,0.937,8.67959515966556e-278,"NCC24","VAPA","VAMP associated protein A [Source:HGNC Symbol;Acc:HGNC:12648]"
"195","AP002360.1",8.41857475019835e-281,0.938460254138481,0.873,0.328,1.63791790339859e-276,"NCC24","AP002360.1","novel transcript"
"196","XPOT",2.07500241171991e-280,0.995169340728299,0.924,0.453,4.03712469224226e-276,"NCC24","XPOT","exportin for tRNA [Source:HGNC Symbol;Acc:HGNC:12826]"
"197","HLA-DPB1",2.97021075472483e-278,0.751215283690962,0.48,0.005,5.77884204439264e-274,"NCC24","HLA-DPB1","major histocompatibility complex, class II, DP beta 1 [Source:HGNC Symbol;Acc:HGNC:4940]"
"198","ZIC2",1.28114853339928e-277,0.528067430200497,0.465,0,2.49260258658164e-273,"NCC24","ZIC2","Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]"
"199","BEX5",2.80259951770774e-276,1.91960304914474,0.63,0.076,5.45273762165217e-272,"NCC24","BEX5","brain expressed X-linked 5 [Source:HGNC Symbol;Acc:HGNC:27990]"
"200","NFIB",2.65293401818025e-275,0.949260137333406,0.955,0.539,5.16154842577149e-271,"NCC24","NFIB","nuclear factor I B [Source:HGNC Symbol;Acc:HGNC:7785]"
"201","SLC25A36",5.20798030817495e-275,0.956881689784094,0.936,0.508,1.01326464875852e-270,"NCC24","SLC25A36","solute carrier family 25 member 36 [Source:HGNC Symbol;Acc:HGNC:25554]"
"202","NDRG1",5.72943251765897e-275,0.917526316874842,0.747,0.149,1.11471839063573e-270,"NCC24","NDRG1","N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]"
"203","CYSTM1",7.93711431659633e-275,0.820717455390976,1,0.993,1.54424496143698e-270,"NCC24","CYSTM1","cysteine rich transmembrane module containing 1 [Source:HGNC Symbol;Acc:HGNC:30239]"
"204","APOL6",4.85212889698001e-274,0.908207230727475,0.822,0.249,9.44030198196431e-270,"NCC24","APOL6","apolipoprotein L6 [Source:HGNC Symbol;Acc:HGNC:14870]"
"205","FAM49B",5.35618464709389e-274,0.808284035941937,0.987,0.799,1.04209928493859e-269,"NCC24","FAM49B","family with sequence similarity 49 member B [Source:HGNC Symbol;Acc:HGNC:25216]"
"206","SLC17A9",7.06610738139021e-274,0.533767681849169,0.473,0.004,1.37478185212328e-269,"NCC24","SLC17A9","solute carrier family 17 member 9 [Source:HGNC Symbol;Acc:HGNC:16192]"
"207","TMEM136",7.66650388486254e-274,0.54410339196992,0.478,0.006,1.49159499583885e-269,"NCC24","TMEM136",NA
"208","PARP10",1.14171414425937e-273,0.547154304055233,0.534,0.026,2.22131903907104e-269,"NCC24","PARP10","poly(ADP-ribose) polymerase family member 10 [Source:HGNC Symbol;Acc:HGNC:25895]"
"209","C11orf21",1.11755472415753e-272,0.564537673176128,0.471,0.004,2.17431447132088e-268,"NCC24","C11orf21","chromosome 11 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:13231]"
"210","HLA-C",1.79882801977151e-271,1.12609900070706,1,0.947,3.49979979526745e-267,"NCC24","HLA-C","major histocompatibility complex, class I, C [Source:HGNC Symbol;Acc:HGNC:4933]"
"211","ACADM",2.1803232380766e-269,0.505548855422898,0.47,0.005,4.24203689200183e-265,"NCC24","ACADM","acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]"
"212","PCBP2",2.96846106758658e-269,0.619564222211315,1,0.998,5.77543785309645e-265,"NCC24","PCBP2","poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]"
"213","GPT2",2.50615126872472e-268,1.00039824361061,0.902,0.429,4.87596790843081e-264,"NCC24","GPT2","glutamic--pyruvic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:18062]"
"214","CKB",6.1975164582183e-268,0.895300956850843,0.978,0.615,1.20578880211095e-263,"NCC24","CKB","creatine kinase B [Source:HGNC Symbol;Acc:HGNC:1991]"
"215","H2AFY2",6.21832878284269e-268,0.493912428052091,0.454,0.001,1.20983804798987e-263,"NCC24","H2AFY2","H2A histone family member Y2 [Source:HGNC Symbol;Acc:HGNC:14453]"
"216","AKR1B1",7.77148511544598e-267,0.56787597963947,0.499,0.016,1.51202014406117e-262,"NCC24","AKR1B1","aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381]"
"217","NDUFV1",3.91527386750539e-266,0.863879986498405,0.973,0.669,7.61755683661849e-262,"NCC24","NDUFV1","NADH:ubiquinone oxidoreductase core subunit V1 [Source:HGNC Symbol;Acc:HGNC:7716]"
"218","ENAH",2.28604776155531e-265,0.891608110590554,0.968,0.651,4.44773452488201e-261,"NCC24","ENAH","ENAH actin regulator [Source:HGNC Symbol;Acc:HGNC:18271]"
"219","NEBL",1.94106512830812e-264,0.663617189314905,0.586,0.054,3.77653631363627e-260,"NCC24","NEBL","nebulette [Source:HGNC Symbol;Acc:HGNC:16932]"
"220","FIGN",2.94276343240158e-264,0.566395474920801,0.445,0,5.72544053408052e-260,"NCC24","FIGN","fidgetin, microtubule severing factor [Source:HGNC Symbol;Acc:HGNC:13285]"
"221","PIP5K1B",7.68821542372e-264,0.862695657340405,0.857,0.32,1.49581919283896e-259,"NCC24","PIP5K1B","phosphatidylinositol-4-phosphate 5-kinase type 1 beta [Source:HGNC Symbol;Acc:HGNC:8995]"
"222","RPL6",1.47307455761633e-263,0.399634174959563,1,1,2.86601385929834e-259,"NCC24","RPL6","ribosomal protein L6 [Source:HGNC Symbol;Acc:HGNC:10362]"
"223","GABPB1-AS1",1.93283312079039e-262,1.02115542213184,0.976,0.71,3.76052011980979e-258,"NCC24","GABPB1-AS1","GABPB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44157]"
"224","HSD17B12",3.38953345119214e-262,0.563102686063674,0.486,0.014,6.59467628263943e-258,"NCC24","HSD17B12","hydroxysteroid 17-beta dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:18646]"
"225","IER2",3.75345190883931e-262,0.926933458325105,0.996,0.927,7.30271603383775e-258,"NCC24","IER2","immediate early response 2 [Source:HGNC Symbol;Acc:HGNC:28871]"
"226","SET",4.40691181141554e-262,0.816191881268554,1,1,8.57408762029007e-258,"NCC24","SET","SET nuclear proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10760]"
"227","SPDEF",1.27321474484899e-261,0.568237524762414,0.507,0.021,2.47716660757819e-257,"NCC24","SPDEF","SAM pointed domain containing ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:17257]"
"228","CSKMT",1.18782927611969e-260,0.989744923034962,0.942,0.595,2.31104063961847e-256,"NCC24","CSKMT","citrate synthase lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:33113]"
"229","OAT",1.88713427277719e-260,0.953636393565438,0.992,0.829,3.6716084411153e-256,"NCC24","OAT","ornithine aminotransferase [Source:HGNC Symbol;Acc:HGNC:8091]"
"230","UTP23",1.08798248236738e-259,0.837478736542701,0.872,0.351,2.11677871769397e-255,"NCC24","UTP23","UTP23 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:28224]"
"231","UBE2V2",7.05327098368974e-259,0.832732205925534,0.988,0.766,1.37228440258668e-254,"NCC24","UBE2V2","ubiquitin conjugating enzyme E2 V2 [Source:HGNC Symbol;Acc:HGNC:12495]"
"232","SLC7A5",7.91968967066824e-259,1.33088310136781,0.941,0.562,1.54085482232521e-254,"NCC24","SLC7A5","solute carrier family 7 member 5 [Source:HGNC Symbol;Acc:HGNC:11063]"
"233","PRDX2",1.14043422479456e-258,0.888865331460117,1,0.962,2.2188288277603e-254,"NCC24","PRDX2","peroxiredoxin 2 [Source:HGNC Symbol;Acc:HGNC:9353]"
"234","PXMP2",1.43917252591725e-258,0.950672315052178,0.969,0.637,2.80005406642459e-254,"NCC24","PXMP2","peroxisomal membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:9716]"
"235","CEP57",2.00712461526289e-258,0.967282985237757,0.923,0.5,3.90506165145548e-254,"NCC24","CEP57","centrosomal protein 57 [Source:HGNC Symbol;Acc:HGNC:30794]"
"236","SOAT1",2.2735786578256e-258,0.516733670500221,0.447,0.003,4.42347463666549e-254,"NCC24","SOAT1","sterol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:11177]"
"237","F5",2.84766983936479e-258,0.544165719887628,0.452,0.005,5.54042643946813e-254,"NCC24","F5","coagulation factor V [Source:HGNC Symbol;Acc:HGNC:3542]"
"238","FAF1",3.1802984862696e-258,0.744119268295252,0.72,0.15,6.18758873488614e-254,"NCC24","FAF1","Fas associated factor 1 [Source:HGNC Symbol;Acc:HGNC:3578]"
"239","ZFAND1",5.74863540164721e-258,0.88578727758074,0.933,0.545,1.11845450374448e-253,"NCC24","ZFAND1","zinc finger AN1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:25858]"
"240","AGR3",1.1630782289658e-257,1.0443392849092,0.977,0.575,2.26288500227586e-253,"NCC24","AGR3","anterior gradient 3, protein disulphide isomerase family member [Source:HGNC Symbol;Acc:HGNC:24167]"
"241","EFR3A",1.49551346111105e-257,0.872694433505753,0.931,0.552,2.90967098993765e-253,"NCC24","EFR3A","EFR3 homolog A [Source:HGNC Symbol;Acc:HGNC:28970]"
"242","CENPV",1.64819789705273e-257,0.765816073803752,0.998,0.964,3.2067338285058e-253,"NCC24","CENPV","centromere protein V [Source:HGNC Symbol;Acc:HGNC:29920]"
"243","CCDC170",1.07715624141668e-256,1.01689706439776,0.758,0.203,2.0957151833003e-252,"NCC24","CCDC170","coiled-coil domain containing 170 [Source:HGNC Symbol;Acc:HGNC:21177]"
"244","MUC6",1.59782780507038e-256,0.677497408892818,0.434,0,3.10873377754493e-252,"NCC24","MUC6","mucin 6, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7517]"
"245","NFIA",2.290549643825e-256,0.911567110652307,0.92,0.467,4.45649338702591e-252,"NCC24","NFIA","nuclear factor I A [Source:HGNC Symbol;Acc:HGNC:7784]"
"246","BANF1",2.76787933234215e-256,0.797523843504218,0.999,0.977,5.38518602900489e-252,"NCC24","BANF1","barrier to autointegration factor 1 [Source:HGNC Symbol;Acc:HGNC:17397]"
"247","FAM129A",6.26520909913322e-256,0.550198252886157,0.48,0.015,1.21895908232736e-251,"NCC24","FAM129A",NA
"248","GAMT",1.46488577258326e-255,0.518054154552581,0.493,0.019,2.85008175913799e-251,"NCC24","GAMT","guanidinoacetate N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:4136]"
"249","C16orf74",4.30677082337823e-255,0.821347168985451,0.675,0.115,8.37925331396469e-251,"NCC24","C16orf74","chromosome 16 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:23362]"
"250","RPS3A",3.10796960406959e-254,0.493501119518035,1,1,6.04686566167779e-250,"NCC24","RPS3A","ribosomal protein S3A [Source:HGNC Symbol;Acc:HGNC:10421]"
"251","PDE4A",4.10229431952827e-254,0.528752420828268,0.518,0.03,7.98142382807421e-250,"NCC24","PDE4A","phosphodiesterase 4A [Source:HGNC Symbol;Acc:HGNC:8780]"
"252","SF1",6.00108545471346e-253,0.678441205240884,0.998,0.972,1.16757118606905e-248,"NCC24","SF1","splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:12950]"
"253","MCF2L-AS1",1.80934846717789e-252,0.782445966527085,0.787,0.224,3.5202683777413e-248,"NCC24","MCF2L-AS1","MCF2L antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39825]"
"254","CASC8",2.04960840712989e-252,0.933106908120528,0.699,0.138,3.98771811691192e-248,"NCC24","CASC8","cancer susceptibility 8 [Source:HGNC Symbol;Acc:HGNC:45129]"
"255","MPP6",2.81124579344454e-252,0.486766633093887,0.445,0.005,5.4695598157257e-248,"NCC24","MPP6","membrane palmitoylated protein 6 [Source:HGNC Symbol;Acc:HGNC:18167]"
"256","VPS28",5.31071587140727e-252,0.829076704410127,0.995,0.795,1.033252879941e-247,"NCC24","VPS28","VPS28 subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:18178]"
"257","HIST2H2BE",1.72975211593491e-251,0.860355495370784,0.607,0.078,3.36540571676296e-247,"NCC24","HIST2H2BE","histone cluster 2 H2B family member e [Source:HGNC Symbol;Acc:HGNC:4760]"
"258","MYADM",3.15667191487168e-251,1.07338962244062,0.789,0.232,6.14162087757434e-247,"NCC24","MYADM","myeloid associated differentiation marker [Source:HGNC Symbol;Acc:HGNC:7544]"
"259","CADM1",1.82204042463042e-250,0.569821391237416,0.429,0.001,3.54496185016094e-246,"NCC24","CADM1","cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5951]"
"260","MYL9",2.49259732621712e-250,0.971105649914834,0.467,0.014,4.84959735788803e-246,"NCC24","MYL9","myosin light chain 9 [Source:HGNC Symbol;Acc:HGNC:15754]"
"261","LINC01996",1.4573931710495e-249,0.609948900687599,0.447,0.008,2.83550415359391e-245,"NCC24","LINC01996","long intergenic non-protein coding RNA 1996 [Source:HGNC Symbol;Acc:HGNC:52830]"
"262","NACA",1.57411929384934e-249,0.498615811278334,1,1,3.06260649811328e-245,"NCC24","NACA","nascent polypeptide associated complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:7629]"
"263","ZNF503",1.94369463592406e-249,0.960110615239506,0.945,0.48,3.78165228365385e-245,"NCC24","ZNF503","zinc finger protein 503 [Source:HGNC Symbol;Acc:HGNC:23589]"
"264","L3MBTL4",3.9826293916009e-249,0.495577047148827,0.449,0.008,7.74860374429871e-245,"NCC24","L3MBTL4","L3MBTL histone methyl-lysine binding protein 4 [Source:HGNC Symbol;Acc:HGNC:26677]"
"265","MINCR",5.80033866247654e-249,0.92228204769393,0.925,0.516,1.12851389017144e-244,"NCC24","MINCR","MYC-induced long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:51653]"
"266","DDX3Y",6.51876955009819e-249,0.481134567910916,0.453,0.009,1.2682918036671e-244,"NCC24","DDX3Y","DEAD-box helicase 3 Y-linked [Source:HGNC Symbol;Acc:HGNC:2699]"
"267","PIGR",6.54677466194419e-249,1.02598964913058,0.422,0,1.27374047822786e-244,"NCC24","PIGR","polymeric immunoglobulin receptor [Source:HGNC Symbol;Acc:HGNC:8968]"
"268","PKN1",1.69211163308081e-248,0.887969606134378,0.891,0.397,3.29217239332202e-244,"NCC24","PKN1","protein kinase N1 [Source:HGNC Symbol;Acc:HGNC:9405]"
"269","RAB6A",2.17847745261025e-248,0.792987579533664,0.983,0.801,4.2384457317985e-244,"NCC24","RAB6A","RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9786]"
"270","RDX",3.98309417567099e-248,0.735509573175889,0.427,0.002,7.74950802818549e-244,"NCC24","RDX","radixin [Source:HGNC Symbol;Acc:HGNC:9944]"
"271","RPL13",6.22708730263456e-248,0.407137473708007,1,1,1.21154210560058e-243,"NCC24","RPL13","ribosomal protein L13 [Source:HGNC Symbol;Acc:HGNC:10303]"
"272","MFSD3",7.42982922752071e-248,0.884377564894006,0.87,0.356,1.44554757450643e-243,"NCC24","MFSD3","major facilitator superfamily domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25157]"
"273","JTB",5.86064144016509e-247,0.532838867981785,1,0.999,1.14024639859852e-242,"NCC24","JTB","jumping translocation breakpoint [Source:HGNC Symbol;Acc:HGNC:6201]"
"274","DDIT3",2.8727346457593e-246,0.954282864875589,0.865,0.33,5.58919252678929e-242,"NCC24","DDIT3","DNA damage inducible transcript 3 [Source:HGNC Symbol;Acc:HGNC:2726]"
"275","ANKRD36C",9.63035508334415e-246,1.54053119034198,0.745,0.206,1.87368188501544e-241,"NCC24","ANKRD36C","ankyrin repeat domain 36C [Source:HGNC Symbol;Acc:HGNC:32946]"
"276","SLC6A9",1.01982257833395e-245,0.559437304266833,0.524,0.039,1.98416680840653e-241,"NCC24","SLC6A9","solute carrier family 6 member 9 [Source:HGNC Symbol;Acc:HGNC:11056]"
"277","PLEKHA2",1.94293155796171e-245,0.783983324258337,0.832,0.289,3.7801676391703e-241,"NCC24","PLEKHA2","pleckstrin homology domain containing A2 [Source:HGNC Symbol;Acc:HGNC:14336]"
"278","RPL35",5.54696799177417e-245,0.357552678153349,1,1,1.07921809247958e-240,"NCC24","RPL35","ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:10344]"
"279","ANKRD12",1.38485158853537e-244,0.802537723441701,0.98,0.772,2.69436725065441e-240,"NCC24","ANKRD12","ankyrin repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:29135]"
"280","ARHGAP24",4.75020370466203e-244,0.494519704366228,0.473,0.019,9.24199632779045e-240,"NCC24","ARHGAP24","Rho GTPase activating protein 24 [Source:HGNC Symbol;Acc:HGNC:25361]"
"281","UNC5CL",7.59018000982836e-244,0.58547483957113,0.502,0.03,1.47674542271221e-239,"NCC24","UNC5CL","unc-5 family C-terminal like [Source:HGNC Symbol;Acc:HGNC:21203]"
"282","NUCKS1",1.15710860030402e-243,0.953674264581885,0.999,0.979,2.2512704927515e-239,"NCC24","NUCKS1","nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol;Acc:HGNC:29923]"
"283","PBX1",2.65067678175616e-243,0.787936862084878,0.812,0.247,5.15715674658478e-239,"NCC24","PBX1","PBX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8632]"
"284","RPL7",9.62344629276409e-243,0.404414859740276,1,1,1.87233771072018e-238,"NCC24","RPL7","ribosomal protein L7 [Source:HGNC Symbol;Acc:HGNC:10363]"
"285","SHISA6",2.7220606707035e-242,0.541891314334832,0.419,0.002,5.29604124092074e-238,"NCC24","SHISA6","shisa family member 6 [Source:HGNC Symbol;Acc:HGNC:34491]"
"286","FOXP1",6.26103562022365e-242,0.814778950022877,0.989,0.772,1.21814709027071e-237,"NCC24","FOXP1","forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823]"
"287","PDGFC",8.27096908390127e-242,0.453959458046775,0.411,0,1.60919974496383e-237,"NCC24","PDGFC","platelet derived growth factor C [Source:HGNC Symbol;Acc:HGNC:8801]"
"288","CHKA",9.79181193748684e-242,0.805006954999448,0.823,0.286,1.90509493055744e-237,"NCC24","CHKA","choline kinase alpha [Source:HGNC Symbol;Acc:HGNC:1937]"
"289","IFI35",1.07085520303037e-241,0.645493069437665,0.641,0.104,2.08345588301588e-237,"NCC24","IFI35","interferon induced protein 35 [Source:HGNC Symbol;Acc:HGNC:5399]"
"290","CHRAC1",2.46049216204996e-241,0.847562868925221,0.981,0.76,4.7871335504844e-237,"NCC24","CHRAC1","chromatin accessibility complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:13544]"
"291","BBX",3.65824884845969e-241,0.843756265954369,0.947,0.569,7.11748895956318e-237,"NCC24","BBX","BBX high mobility group box domain containing [Source:HGNC Symbol;Acc:HGNC:14422]"
"292","ATE1",4.64343263972569e-241,0.787599911678866,0.882,0.397,9.03426254385031e-237,"NCC24","ATE1","arginyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:782]"
"293","EEF1AKMT2",6.19206459278012e-241,0.826607648561623,0.797,0.266,1.2047280871713e-236,"NCC24","EEF1AKMT2","EEF1A lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:33787]"
"294","CSDE1",2.84696853201854e-240,0.673304412797615,0.999,0.939,5.53906197589528e-236,"NCC24","CSDE1","cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905]"
"295","NELL1",6.5315795950564e-239,0.537183263608506,0.407,0,1.27078412601417e-234,"NCC24","NELL1","neural EGFL like 1 [Source:HGNC Symbol;Acc:HGNC:7750]"
"296","RAB11B",1.5176670843468e-238,0.79608708758102,0.955,0.656,2.95277307930514e-234,"NCC24","RAB11B","RAB11B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9761]"
"297","TPD52",4.2933121056419e-238,0.801556105229404,0.965,0.662,8.35306803273688e-234,"NCC24","TPD52","tumor protein D52 [Source:HGNC Symbol;Acc:HGNC:12005]"
"298","NDUFAF3",1.55334343427339e-237,0.80490382864872,0.989,0.741,3.02218498572231e-233,"NCC24","NDUFAF3","NADH:ubiquinone oxidoreductase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:29918]"
"299","JUN",1.73636225741993e-237,0.832574298115458,0.998,0.944,3.37826640803621e-233,"NCC24","JUN","Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]"
"300","FOLR1",6.91351140263754e-237,0.618799194964318,0.438,0.011,1.34509277849716e-232,"NCC24","FOLR1","folate receptor alpha [Source:HGNC Symbol;Acc:HGNC:3791]"
